1769573781.910533 server started (50665): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1769573781.910548 on Linux 6.18.6-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Sun Jan 18 18:57:00 UTC 2026
1769573781.910558 using libevent 2.1.12-stable poll
1769573781.910563 using ncurses 6.5 20250614
1769573782.038278 server_client_print: 0
1769573782.038284 sending message 303 to peer 0x564fc42cd640 (12 bytes)
1769573782.038289 cmd_find_best_session: 0 sessions to try
1769573782.038294 unref client 0x564fc42ccb30 (4 references)
1769573782.038300 cmdq_next <client-50720>: [server_client_command_done/0x564fc4279080] (1), flags 0
1769573782.038305 unref client 0x564fc42ccb30 (3 references)
1769573782.038309 cmdq_next <client-50720>: exit (empty)
1769573782.038314 cmdq_next <global>: waiting
1769573782.038318 cmdq_next </dev/pts/0>: waiting
1769573782.038323 cmdq_next <client-50720>: empty
1769573782.038335 cmdq_next <global>: waiting
1769573782.038339 cmdq_next </dev/pts/0>: waiting
1769573782.038344 cmdq_next <client-50720>: empty
1769573782.038450 peer 0x564fc42cd640 message 305
1769573782.038457 sending message 304 to peer 0x564fc42cd640 (6 bytes)
1769573782.038463 file 1 sent 2, left 0
1769573782.038467 cmdq_next <global>: waiting
1769573782.038472 cmdq_next </dev/pts/0>: waiting
1769573782.038477 cmdq_next <client-50720>: empty
1769573782.038482 sending message 203 to peer 0x564fc42cd640 (4 bytes)
1769573782.038493 cmdq_next <global>: waiting
1769573782.038498 cmdq_next </dev/pts/0>: waiting
1769573782.038502 cmdq_next <client-50720>: empty
1769573782.038725 lost client 0x564fc42ccb30
1769573782.038734 remove peer 0x564fc42cd640
1769573782.038746 unref client 0x564fc42ccb30 (2 references)
1769573782.038751 unref client 0x564fc42ccb30 (1 references)
1769573782.038757 free client 0x564fc42ccb30 (0 references)
1769573782.038762 cmdq_next <global>: waiting
1769573782.038766 cmdq_next </dev/pts/0>: waiting
1769573782.040389 add peer 0x564fc42cd640: 10 (0x564fc42ccb30)
1769573782.040395 new client 0x564fc42ccb30
1769573782.040405 cmdq_next <global>: waiting
1769573782.040412 cmdq_next </dev/pts/0>: waiting
1769573782.040481 peer 0x564fc42cd640 message 111
1769573782.040488 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.040492 peer 0x564fc42cd640 message 111
1769573782.040496 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.040500 peer 0x564fc42cd640 message 101
1769573782.040505 client 0x564fc42ccb30 IDENTIFY_TERM xterm-ghostty
1769573782.040509 peer 0x564fc42cd640 message 109
1769573782.040513 client 0x564fc42ccb30 IDENTIFY_FEATURES 
1769573782.040517 peer 0x564fc42cd640 message 102
1769573782.040522 client 0x564fc42ccb30 IDENTIFY_TTYNAME 
1769573782.040526 peer 0x564fc42cd640 message 108
1769573782.040532 client 0x564fc42ccb30 IDENTIFY_CWD /home/daro/.config/tmux
1769573782.040537 peer 0x564fc42cd640 message 104
1769573782.040541 client 0x564fc42ccb30 IDENTIFY_STDIN 11
1769573782.040546 cmdq_next <global>: waiting
1769573782.040550 cmdq_next </dev/pts/0>: waiting
1769573782.040574 peer 0x564fc42cd640 message 110
1769573782.040579 client 0x564fc42ccb30 IDENTIFY_STDOUT 12
1769573782.040583 peer 0x564fc42cd640 message 107
1769573782.040588 client 0x564fc42ccb30 IDENTIFY_CLIENTPID 50721
1769573782.040592 peer 0x564fc42cd640 message 105
1769573782.040596 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHELL=/bin/sh
1769573782.040601 peer 0x564fc42cd640 message 105
1769573782.040605 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/usr/bin
1769573782.040609 peer 0x564fc42cd640 message 105
1769573782.040614 client 0x564fc42ccb30 IDENTIFY_ENVIRON COLORTERM=truecolor
1769573782.040618 peer 0x564fc42cd640 message 105
1769573782.040623 client 0x564fc42ccb30 IDENTIFY_ENVIRON TOP_PID=50691
1769573782.040627 peer 0x564fc42cd640 message 105
1769573782.040631 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1769573782.040635 peer 0x564fc42cd640 message 105
1769573782.040640 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.2.3-1.fc43
1769573782.040645 peer 0x564fc42cd640 message 105
1769573782.040649 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULES=wayland;ibus
1769573782.040654 peer 0x564fc42cd640 message 105
1769573782.040658 client 0x564fc42ccb30 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,50665,-1
1769573782.040662 peer 0x564fc42cd640 message 105
1769573782.040667 client 0x564fc42ccb30 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1769573782.040671 peer 0x564fc42cd640 message 105
1769573782.040677 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1769573782.040681 peer 0x564fc42cd640 message 105
1769573782.040686 client 0x564fc42ccb30 IDENTIFY_ENVIRON XMODIFIERS=@im=ibus
1769573782.040690 peer 0x564fc42cd640 message 105
1769573782.040694 client 0x564fc42ccb30 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome
1769573782.040698 peer 0x564fc42cd640 message 105
1769573782.040703 client 0x564fc42ccb30 IDENTIFY_ENVIRON EDITOR=/usr/bin/nano
1769573782.040707 peer 0x564fc42cd640 message 105
1769573782.040712 client 0x564fc42ccb30 IDENTIFY_ENVIRON PWD=/home/daro/.config/tmux
1769573782.040716 peer 0x564fc42cd640 message 105
1769573782.040721 client 0x564fc42ccb30 IDENTIFY_ENVIRON LOGNAME=daro
1769573782.040725 peer 0x564fc42cd640 message 105
1769573782.040729 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome
1769573782.040734 peer 0x564fc42cd640 message 105
1769573782.040738 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1769573782.040742 peer 0x564fc42cd640 message 105
1769573782.040747 client 0x564fc42ccb30 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=46414
1769573782.040751 peer 0x564fc42cd640 message 105
1769573782.040756 client 0x564fc42ccb30 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.44CIJ3
1769573782.040760 peer 0x564fc42cd640 message 105
1769573782.040765 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDM_LANG=es_AR.UTF-8
1769573782.040769 peer 0x564fc42cd640 message 105
1769573782.040774 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_SHELL_FEATURES=cursor,path,title
1769573782.040778 peer 0x564fc42cd640 message 105
1769573782.040787 client 0x564fc42ccb30 IDENTIFY_ENVIRON HOME=/home/daro
1769573782.040794 peer 0x564fc42cd640 message 105
1769573782.040798 client 0x564fc42ccb30 IDENTIFY_ENVIRON USERNAME=daro
1769573782.040803 peer 0x564fc42cd640 message 105
1769573782.040807 client 0x564fc42ccb30 IDENTIFY_ENVIRON LANG=es_AR.UTF-8
1769573782.040811 peer 0x564fc42cd640 message 105
1769573782.040816 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1769573782.040820 peer 0x564fc42cd640 message 105
1769573782.040826 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-com.mitchellh.ghostty.service/memory.pressure
1769573782.040830 peer 0x564fc42cd640 message 105
1769573782.040835 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1769573782.040839 peer 0x564fc42cd640 message 105
1769573782.040844 client 0x564fc42ccb30 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1769573782.040848 peer 0x564fc42cd640 message 105
1769573782.040853 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_CONFIG=/home/daro/.config/starship/starship.toml
1769573782.040857 peer 0x564fc42cd640 message 105
1769573782.040862 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPID=3792
1769573782.040866 peer 0x564fc42cd640 message 105
1769573782.040871 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=1918812783147324
1769573782.040875 peer 0x564fc42cd640 message 105
1769573782.040880 client 0x564fc42ccb30 IDENTIFY_ENVIRON MOZ_GMP_PATH=/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed
1769573782.040885 peer 0x564fc42cd640 message 105
1769573782.040890 client 0x564fc42ccb30 IDENTIFY_ENVIRON GNOME_SETUP_DISPLAY=:1
1769573782.040894 peer 0x564fc42cd640 message 105
1769573782.040899 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/usr/share/ghostty
1769573782.040903 peer 0x564fc42cd640 message 105
1769573782.040907 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1769573782.040912 peer 0x564fc42cd640 message 105
1769573782.040916 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM=xterm-ghostty
1769573782.040920 peer 0x564fc42cd640 message 105
1769573782.040925 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERMINFO=/usr/share/terminfo
1769573782.040929 peer 0x564fc42cd640 message 105
1769573782.040934 client 0x564fc42ccb30 IDENTIFY_ENVIRON USER=daro
1769573782.040938 peer 0x564fc42cd640 message 105
1769573782.040943 client 0x564fc42ccb30 IDENTIFY_ENVIRON DISPLAY=:0
1769573782.040948 peer 0x564fc42cd640 message 105
1769573782.040962 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHLVL=3
1769573782.040968 peer 0x564fc42cd640 message 105
1769573782.040973 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULE=ibus
1769573782.040977 peer 0x564fc42cd640 message 105
1769573782.040982 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPIDFDID=3793
1769573782.040986 peer 0x564fc42cd640 message 105
1769573782.040991 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1769573782.040995 peer 0x564fc42cd640 message 105
1769573782.041000 client 0x564fc42ccb30 IDENTIFY_ENVIRON DEBUGINFOD_URLS=ima:enforcing https://debuginfod.fedoraproject.org/ ima:ignore
1769573782.041004 peer 0x564fc42cd640 message 105
1769573782.041009 client 0x564fc42ccb30 IDENTIFY_ENVIRON DEBUGINFOD_IMA_CERT_PATH=/etc/keys/ima
1769573782.041013 peer 0x564fc42cd640 message 105
1769573782.041018 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/daro/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/
1769573782.041023 peer 0x564fc42cd640 message 105
1769573782.041028 client 0x564fc42ccb30 IDENTIFY_ENVIRON PATH=/home/daro/.opencode/bin:/usr/local/go/bin:/usr/local/bin:/usr/bin
1769573782.041032 peer 0x564fc42cd640 message 105
1769573782.041037 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDMSESSION=gnome
1769573782.041041 peer 0x564fc42cd640 message 105
1769573782.041046 client 0x564fc42ccb30 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1769573782.041050 peer 0x564fc42cd640 message 105
1769573782.041055 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM=ghostty
1769573782.041063 peer 0x564fc42cd640 message 105
1769573782.041069 client 0x564fc42ccb30 IDENTIFY_ENVIRON _=/usr/bin/tmux
1769573782.041074 peer 0x564fc42cd640 message 106
1769573782.041078 client 0x564fc42ccb30 name is client-50721
1769573782.041085 cmdq_next <global>: waiting
1769573782.041089 cmdq_next </dev/pts/0>: waiting
1769573782.041093 cmdq_next <client-50721>: empty
1769573782.041121 peer 0x564fc42cd640 message 200
1769573782.041126 cmd_unpack_argv: argv[0]=show-option
1769573782.041130 cmd_unpack_argv: argv[1]=-gv
1769573782.041134 cmd_unpack_argv: argv[2]=history-limit
1769573782.041139 cmd_parse_build_commands 0:0: show-option
1769573782.041143 cmd_parse_build_commands 0:1: -gv
1769573782.041147 cmd_parse_build_commands 0:2: history-limit
1769573782.041153 args_parse_flags: next -gv
1769573782.041158 args_parse_flags: -g
1769573782.041162 args_parse_flags: -v
1769573782.041166 args_parse_flags: next history-limit
1769573782.041170 args_parse: flags end at 2 of 3
1769573782.041174 args_parse: 2 = history-limit (type STRING)
1769573782.041180 cmd_parse_build_commands: show-options -gv history-limit
1769573782.041185 cmdq_get_command: [show-options/0x564fc42995b0] group 2895
1769573782.041190 cmdq_append <client-50721>: [show-options/0x564fc42995b0]
1769573782.041195 cmdq_append <client-50721>: [server_client_command_done/0x564fc424fca0]
1769573782.041199 cmdq_next <global>: waiting
1769573782.041203 cmdq_next </dev/pts/0>: waiting
1769573782.041207 cmdq_next <client-50721>: enter
1769573782.041212 cmdq_next <client-50721>: [show-options/0x564fc42995b0] (0), flags 0
1769573782.041217 cmd_find_best_session: 0 sessions to try
1769573782.041221 cmd_find_current_client: no target, return (nil)
1769573782.041226 cmd_find_best_session: 0 sessions to try
1769573782.041230 cmd_find_target: target none, type pane, item 0x564fc42995b0, flags QUIET,CANFAIL
1769573782.041235 cmd_find_best_session: 0 sessions to try
1769573782.041239 cmd_find_target: error
1769573782.041243 format_defaults: c=none
1769573782.041247 format_defaults: s=none
1769573782.041251 format_defaults: wl=none
1769573782.041255 format_defaults: wp=none
1769573782.041260 format_expand1: expanding format: history-limit
1769573782.041264 format_expand1: result is: history-limit
1769573782.041269 unref client 0x564fc42ccb30 (4 references)
1769573782.041275 server_client_print: 1000000
1769573782.041280 sending message 303 to peer 0x564fc42cd640 (12 bytes)
1769573782.041285 cmd_find_best_session: 0 sessions to try
1769573782.041289 unref client 0x564fc42ccb30 (4 references)
1769573782.041294 cmdq_next <client-50721>: [server_client_command_done/0x564fc424fca0] (1), flags 0
1769573782.041298 unref client 0x564fc42ccb30 (3 references)
1769573782.041303 cmdq_next <client-50721>: exit (empty)
1769573782.041307 cmdq_next <global>: waiting
1769573782.041311 cmdq_next </dev/pts/0>: waiting
1769573782.041315 cmdq_next <client-50721>: empty
1769573782.041326 cmdq_next <global>: waiting
1769573782.041330 cmdq_next </dev/pts/0>: waiting
1769573782.041334 cmdq_next <client-50721>: empty
1769573782.041434 peer 0x564fc42cd640 message 305
1769573782.041440 sending message 304 to peer 0x564fc42cd640 (12 bytes)
1769573782.041445 file 1 sent 8, left 0
1769573782.041449 cmdq_next <global>: waiting
1769573782.041454 cmdq_next </dev/pts/0>: waiting
1769573782.041458 cmdq_next <client-50721>: empty
1769573782.041462 sending message 203 to peer 0x564fc42cd640 (4 bytes)
1769573782.041472 cmdq_next <global>: waiting
1769573782.041476 cmdq_next </dev/pts/0>: waiting
1769573782.041480 cmdq_next <client-50721>: empty
1769573782.041691 lost client 0x564fc42ccb30
1769573782.041699 remove peer 0x564fc42cd640
1769573782.041709 unref client 0x564fc42ccb30 (2 references)
1769573782.041714 unref client 0x564fc42ccb30 (1 references)
1769573782.041719 free client 0x564fc42ccb30 (0 references)
1769573782.041723 cmdq_next <global>: waiting
1769573782.041727 cmdq_next </dev/pts/0>: waiting
1769573782.043345 add peer 0x564fc42cd640: 10 (0x564fc42ccb30)
1769573782.043355 new client 0x564fc42ccb30
1769573782.043362 cmdq_next <global>: waiting
1769573782.043369 cmdq_next </dev/pts/0>: waiting
1769573782.043426 peer 0x564fc42cd640 message 111
1769573782.043432 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.043436 peer 0x564fc42cd640 message 111
1769573782.043440 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.043445 peer 0x564fc42cd640 message 101
1769573782.043449 client 0x564fc42ccb30 IDENTIFY_TERM xterm-ghostty
1769573782.043453 peer 0x564fc42cd640 message 109
1769573782.043457 client 0x564fc42ccb30 IDENTIFY_FEATURES 
1769573782.043461 peer 0x564fc42cd640 message 102
1769573782.043465 client 0x564fc42ccb30 IDENTIFY_TTYNAME 
1769573782.043470 peer 0x564fc42cd640 message 108
1769573782.043476 client 0x564fc42ccb30 IDENTIFY_CWD /home/daro/.config/tmux
1769573782.043480 peer 0x564fc42cd640 message 104
1769573782.043485 client 0x564fc42ccb30 IDENTIFY_STDIN 11
1769573782.043489 cmdq_next <global>: waiting
1769573782.043494 cmdq_next </dev/pts/0>: waiting
1769573782.043518 peer 0x564fc42cd640 message 110
1769573782.043523 client 0x564fc42ccb30 IDENTIFY_STDOUT 12
1769573782.043527 peer 0x564fc42cd640 message 107
1769573782.043531 client 0x564fc42ccb30 IDENTIFY_CLIENTPID 50722
1769573782.043536 peer 0x564fc42cd640 message 105
1769573782.043540 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHELL=/bin/sh
1769573782.043545 peer 0x564fc42cd640 message 105
1769573782.043549 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/usr/bin
1769573782.043554 peer 0x564fc42cd640 message 105
1769573782.043558 client 0x564fc42ccb30 IDENTIFY_ENVIRON COLORTERM=truecolor
1769573782.043562 peer 0x564fc42cd640 message 105
1769573782.043567 client 0x564fc42ccb30 IDENTIFY_ENVIRON TOP_PID=50691
1769573782.043571 peer 0x564fc42cd640 message 105
1769573782.043575 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1769573782.043580 peer 0x564fc42cd640 message 105
1769573782.043584 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.2.3-1.fc43
1769573782.043588 peer 0x564fc42cd640 message 105
1769573782.043593 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULES=wayland;ibus
1769573782.043597 peer 0x564fc42cd640 message 105
1769573782.043602 client 0x564fc42ccb30 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,50665,-1
1769573782.043606 peer 0x564fc42cd640 message 105
1769573782.043611 client 0x564fc42ccb30 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1769573782.043615 peer 0x564fc42cd640 message 105
1769573782.043620 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1769573782.043624 peer 0x564fc42cd640 message 105
1769573782.043629 client 0x564fc42ccb30 IDENTIFY_ENVIRON XMODIFIERS=@im=ibus
1769573782.043633 peer 0x564fc42cd640 message 105
1769573782.043637 client 0x564fc42ccb30 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome
1769573782.043641 peer 0x564fc42cd640 message 105
1769573782.043646 client 0x564fc42ccb30 IDENTIFY_ENVIRON EDITOR=/usr/bin/nano
1769573782.043650 peer 0x564fc42cd640 message 105
1769573782.043655 client 0x564fc42ccb30 IDENTIFY_ENVIRON PWD=/home/daro/.config/tmux
1769573782.043659 peer 0x564fc42cd640 message 105
1769573782.043664 client 0x564fc42ccb30 IDENTIFY_ENVIRON LOGNAME=daro
1769573782.043668 peer 0x564fc42cd640 message 105
1769573782.043672 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome
1769573782.043676 peer 0x564fc42cd640 message 105
1769573782.043681 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1769573782.043685 peer 0x564fc42cd640 message 105
1769573782.043689 client 0x564fc42ccb30 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=46414
1769573782.043694 peer 0x564fc42cd640 message 105
1769573782.043699 client 0x564fc42ccb30 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.44CIJ3
1769573782.043703 peer 0x564fc42cd640 message 105
1769573782.043708 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDM_LANG=es_AR.UTF-8
1769573782.043712 peer 0x564fc42cd640 message 105
1769573782.043717 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_SHELL_FEATURES=cursor,path,title
1769573782.043721 peer 0x564fc42cd640 message 105
1769573782.043730 client 0x564fc42ccb30 IDENTIFY_ENVIRON HOME=/home/daro
1769573782.043736 peer 0x564fc42cd640 message 105
1769573782.043741 client 0x564fc42ccb30 IDENTIFY_ENVIRON USERNAME=daro
1769573782.043745 peer 0x564fc42cd640 message 105
1769573782.043750 client 0x564fc42ccb30 IDENTIFY_ENVIRON LANG=es_AR.UTF-8
1769573782.043754 peer 0x564fc42cd640 message 105
1769573782.043759 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1769573782.043763 peer 0x564fc42cd640 message 105
1769573782.043768 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-com.mitchellh.ghostty.service/memory.pressure
1769573782.043773 peer 0x564fc42cd640 message 105
1769573782.043777 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1769573782.043781 peer 0x564fc42cd640 message 105
1769573782.043786 client 0x564fc42ccb30 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1769573782.043790 peer 0x564fc42cd640 message 105
1769573782.043795 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_CONFIG=/home/daro/.config/starship/starship.toml
1769573782.043799 peer 0x564fc42cd640 message 105
1769573782.043804 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPID=3792
1769573782.043809 peer 0x564fc42cd640 message 105
1769573782.043813 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=1918812783147324
1769573782.043817 peer 0x564fc42cd640 message 105
1769573782.043822 client 0x564fc42ccb30 IDENTIFY_ENVIRON MOZ_GMP_PATH=/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed
1769573782.043827 peer 0x564fc42cd640 message 105
1769573782.043831 client 0x564fc42ccb30 IDENTIFY_ENVIRON GNOME_SETUP_DISPLAY=:1
1769573782.043835 peer 0x564fc42cd640 message 105
1769573782.043840 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/usr/share/ghostty
1769573782.043844 peer 0x564fc42cd640 message 105
1769573782.043849 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1769573782.043853 peer 0x564fc42cd640 message 105
1769573782.043858 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM=xterm-ghostty
1769573782.043862 peer 0x564fc42cd640 message 105
1769573782.043866 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERMINFO=/usr/share/terminfo
1769573782.043870 peer 0x564fc42cd640 message 105
1769573782.043875 client 0x564fc42ccb30 IDENTIFY_ENVIRON USER=daro
1769573782.043879 peer 0x564fc42cd640 message 105
1769573782.043884 client 0x564fc42ccb30 IDENTIFY_ENVIRON DISPLAY=:0
1769573782.043888 peer 0x564fc42cd640 message 105
1769573782.043893 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHLVL=3
1769573782.043897 peer 0x564fc42cd640 message 105
1769573782.043901 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULE=ibus
1769573782.043906 peer 0x564fc42cd640 message 105
1769573782.043910 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPIDFDID=3793
1769573782.043914 peer 0x564fc42cd640 message 105
1769573782.043919 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1769573782.043923 peer 0x564fc42cd640 message 105
1769573782.043928 client 0x564fc42ccb30 IDENTIFY_ENVIRON DEBUGINFOD_URLS=ima:enforcing https://debuginfod.fedoraproject.org/ ima:ignore
1769573782.043932 peer 0x564fc42cd640 message 105
1769573782.043937 client 0x564fc42ccb30 IDENTIFY_ENVIRON DEBUGINFOD_IMA_CERT_PATH=/etc/keys/ima
1769573782.043941 peer 0x564fc42cd640 message 105
1769573782.043946 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/daro/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/
1769573782.043951 peer 0x564fc42cd640 message 105
1769573782.043962 client 0x564fc42ccb30 IDENTIFY_ENVIRON PATH=/home/daro/.opencode/bin:/usr/local/go/bin:/usr/local/bin:/usr/bin
1769573782.043967 peer 0x564fc42cd640 message 105
1769573782.043971 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDMSESSION=gnome
1769573782.043975 peer 0x564fc42cd640 message 105
1769573782.043980 client 0x564fc42ccb30 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1769573782.043985 peer 0x564fc42cd640 message 105
1769573782.043993 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM=ghostty
1769573782.043999 peer 0x564fc42cd640 message 105
1769573782.044004 client 0x564fc42ccb30 IDENTIFY_ENVIRON _=/usr/bin/tmux
1769573782.044008 peer 0x564fc42cd640 message 106
1769573782.044012 client 0x564fc42ccb30 name is client-50722
1769573782.044019 cmdq_next <global>: waiting
1769573782.044024 cmdq_next </dev/pts/0>: waiting
1769573782.044028 cmdq_next <client-50722>: empty
1769573782.044054 peer 0x564fc42cd640 message 200
1769573782.044059 cmd_unpack_argv: argv[0]=show-option
1769573782.044063 cmd_unpack_argv: argv[1]=-gv
1769573782.044068 cmd_unpack_argv: argv[2]=display-time
1769573782.044072 cmd_parse_build_commands 0:0: show-option
1769573782.044076 cmd_parse_build_commands 0:1: -gv
1769573782.044081 cmd_parse_build_commands 0:2: display-time
1769573782.044087 args_parse_flags: next -gv
1769573782.044091 args_parse_flags: -g
1769573782.044095 args_parse_flags: -v
1769573782.044099 args_parse_flags: next display-time
1769573782.044104 args_parse: flags end at 2 of 3
1769573782.044108 args_parse: 2 = display-time (type STRING)
1769573782.044114 cmd_parse_build_commands: show-options -gv display-time
1769573782.044119 cmdq_get_command: [show-options/0x564fc425cbf0] group 2899
1769573782.044123 cmdq_append <client-50722>: [show-options/0x564fc425cbf0]
1769573782.044128 cmdq_append <client-50722>: [server_client_command_done/0x564fc4250670]
1769573782.044132 cmdq_next <global>: waiting
1769573782.044137 cmdq_next </dev/pts/0>: waiting
1769573782.044141 cmdq_next <client-50722>: enter
1769573782.044145 cmdq_next <client-50722>: [show-options/0x564fc425cbf0] (0), flags 0
1769573782.044150 cmd_find_best_session: 0 sessions to try
1769573782.044154 cmd_find_current_client: no target, return (nil)
1769573782.044159 cmd_find_best_session: 0 sessions to try
1769573782.044163 cmd_find_target: target none, type pane, item 0x564fc425cbf0, flags QUIET,CANFAIL
1769573782.044168 cmd_find_best_session: 0 sessions to try
1769573782.044172 cmd_find_target: error
1769573782.044176 format_defaults: c=none
1769573782.044180 format_defaults: s=none
1769573782.044184 format_defaults: wl=none
1769573782.044188 format_defaults: wp=none
1769573782.044193 format_expand1: expanding format: display-time
1769573782.044197 format_expand1: result is: display-time
1769573782.044202 unref client 0x564fc42ccb30 (4 references)
1769573782.044208 server_client_print: 750
1769573782.044213 sending message 303 to peer 0x564fc42cd640 (12 bytes)
1769573782.044218 cmd_find_best_session: 0 sessions to try
1769573782.044222 unref client 0x564fc42ccb30 (4 references)
1769573782.044227 cmdq_next <client-50722>: [server_client_command_done/0x564fc4250670] (1), flags 0
1769573782.044231 unref client 0x564fc42ccb30 (3 references)
